[2025-12-22 13:18:43] >>> Recording Started <<<
[2025-12-22 13:18:43] [Google Gemini - Google Chrome] MouseMove: dx=79, dy=81
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-5
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-3
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=4, dy=-7
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-3
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-3
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-3
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-3
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-3
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-5
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-3
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-3
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-3
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-1
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-3
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-3
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-5
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-5
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-7
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-6
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-7
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-6
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-4
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-2
[2025-12-22 13:19:41] [2025-12-22_131757.txt - Notepad] Mouse: Left Click
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=3
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=8
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=7
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=6
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=7
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=6
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=7
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=10
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=9
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=13
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=12
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=13
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=15
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=15
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=16
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=11
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=12
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=8
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=10
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=11
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=7
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=7
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=7
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=3
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=7
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=8
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=10
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=11
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=10
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=13
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=14
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=13
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=12
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=12
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=8
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=8
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=7
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=6
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=3
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:42] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=3
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:43] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-5
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-4
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-7
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-5
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=-8
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-7, dy=-9
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-6
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-6
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=-5
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-3
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=-4
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-5
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=-3
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-4
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=-3
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-5
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=-4
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-7, dy=-6
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-5
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-3
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-7, dy=-5
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-7, dy=-5
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=-4
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-3
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-7, dy=-4
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-4
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-7, dy=-2
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-8, dy=-5
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-4
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=-2
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-5
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-2
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=-2
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:44] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:45] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:45] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:45] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:45] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:45] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:45] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:46] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:46] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:46] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:46] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:46] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:46] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:46] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:47] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=0
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=1
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-8, dy=5
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-7, dy=5
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=6
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-9, dy=8
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-8, dy=7
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=6
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=5
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=6
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=4
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=5
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=4
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=3
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=3
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] Mouse: Left Click
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=0
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=0
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-3
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-3
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-2
[2025-12-22 13:19:48] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-2
